MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LandContour,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MoSold,YrSold,SalePrice
2-STORY 1946+,RL,121,16059,,Lvl,Corner,0,1Fam,2Story,8,5,1991,1992,Hip,CompShg,BrkFace,284,4,3,CBlock,4,3,0,1,0,1,0,1288,1288,GasA,5,1,5,1301,1116,2417,Attchd,1991,1,2,462,3,2,127,82,0,0,0,0,0,0,,Apr,2006,260000
2-STORY 1946+,RL,122,11911,,Lvl,Inside,0,1Fam,2Story,6,5,2005,2005,Gable,CompShg,None,0,4,3,PConc,4,3,2,1,0,1,0,684,684,GasA,5,1,5,684,876,1560,BuiltIn,2005,3,2,400,3,2,100,38,0,0,0,0,0,0,,Mar,2009,174000
2-STORY PUD 1946+,FV,40,3951,Pave,Lvl,Corner,0,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,Stone,76,4,3,PConc,4,3,2,1,0,1,0,612,612,GasA,5,1,5,612,612,1224,Detchd,2009,2,2,528,3,2,0,234,0,0,0,0,0,0,,June,2009,164500
1-1/2 STORY FIN,C,105,8470,,Lvl,Corner,0,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,None,0,2,2,CBlock,3,2,0,1,0,1,0,1013,1013,GasA,3,0,5,1013,0,1526,,1915,0,0,0,0,0,0,0,156,0,0,0,0,3,,Oct,2009,85000
1-STORY 1946+,RL,60,8070,,Lvl,Inside,0,1Fam,1Story,4,5,1994,1995,Gable,CompShg,None,0,3,3,PConc,4,3,0,6,588,1,0,402,990,GasA,5,1,5,990,0,990,,1994,0,0,0,0,2,0,0,0,0,0,0,0,0,,Aug,2007,123600
1-STORY 1946+,RL,60,7200,,Lvl,Inside,0,1Fam,1Story,4,5,1950,1950,Gable,CompShg,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,4,1040,0,1040,Detchd,1950,1,2,420,3,2,0,29,0,0,0,0,0,0,,July,2006,109900
1-STORY 1946+,RL,85,8500,,Lvl,Inside,0,1Fam,1Story,5,3,1961,1961,Hip,CompShg,BrkCmn,203,3,3,CBlock,3,3,0,3,600,1,0,635,1235,GasA,3,1,5,1235,0,1235,Attchd,1961,1,2,480,3,2,0,0,0,0,0,0,0,2,,Dec,2006,98600
1-STORY 1945-,RL,80,13360,Grvl,HLS,Inside,0,1Fam,1Story,5,7,1921,2006,Gable,CompShg,None,0,3,4,BrkTil,4,3,0,5,713,1,0,163,876,GasA,5,1,5,964,0,964,Detchd,1921,1,2,432,3,2,0,0,44,0,0,0,0,0,,Aug,2009,163500
2 FAMILY CONVERSION,C,60,7200,,Lvl,Corner,0,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,None,0,3,3,BrkTil,3,2,1,3,1046,1,0,168,1214,GasW,5,0,5,1260,1031,2291,Detchd,1900,1,2,506,3,2,0,0,0,0,99,0,0,0,,Nov,2007,133900
2-STORY 1946+,RL,69,9337,,Lvl,Inside,0,1Fam,2Story,6,5,1997,1997,Gable,CompShg,None,0,3,4,PConc,4,3,0,6,648,1,0,176,824,GasA,5,1,5,905,881,1786,Attchd,1997,2,2,684,3,2,0,162,0,0,0,0,0,0,,May,2007,204750
2-STORY 1946+,RL,,9765,,Lvl,Corner,0,1Fam,2Story,6,8,1993,1993,Gable,CompShg,BrkFace,68,5,4,PConc,4,4,0,5,310,1,0,370,680,GasA,4,1,5,680,790,1470,BuiltIn,1993,3,2,420,3,2,232,63,0,0,0,0,0,0,Shed,Apr,2009,185000
1-STORY 1946+,RL,78,10264,,Lvl,Inside,0,1Fam,1Story,7,5,1999,1999,Gable,CompShg,BrkFace,183,4,3,PConc,4,3,2,5,1162,1,0,426,1588,GasA,5,1,5,1588,0,1588,Attchd,1999,2,2,472,3,2,158,29,0,0,0,0,0,0,,Aug,2006,214000
1-STORY 1946+,RL,73,10921,,HLS,Inside,0,1Fam,1Story,4,5,1965,1965,Hip,CompShg,BrkFace,48,3,3,CBlock,3,3,0,3,520,1,0,440,960,GasA,3,1,3,960,0,960,Attchd,1965,3,1,432,3,1,120,0,0,0,0,0,0,0,,May,2007,94750
1-STORY 1945-,RL,85,10625,,Lvl,Corner,0,1Fam,1Story,5,5,1920,1950,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,5,108,1,0,350,458,GasA,2,0,5,835,0,835,Basment,1920,1,1,366,2,2,0,0,77,0,0,0,0,0,Shed,May,2010,83000
1-STORY 1946+,RL,77,9320,,Lvl,Inside,0,1Fam,1Story,4,5,1959,1959,Gable,CompShg,None,0,3,3,CBlock,3,3,0,5,569,1,0,381,950,GasA,2,1,5,1225,0,1225,,1959,0,0,0,0,2,352,0,0,0,0,0,0,0,Shed,Jan,2010,128950
1-STORY 1946+,RL,,10603,,Lvl,Inside,0,1Fam,1Story,6,7,1977,2001,Gable,CompShg,BrkFace,28,3,3,PConc,3,3,1,5,1200,1,0,410,1610,GasA,4,1,5,1610,0,1610,Attchd,1977,2,2,480,3,2,168,68,0,0,0,0,0,0,,Feb,2010,205000
2-STORY 1946+,RL,77,9206,,Lvl,Inside,0,1Fam,2Story,6,5,1985,1985,Gable,CompShg,BrkFace,336,4,3,CBlock,4,3,0,1,0,1,0,741,741,GasA,3,1,5,977,755,1732,Attchd,1985,3,2,476,3,2,192,46,0,0,0,0,0,0,,June,2010,178000
DUPLEX,RL,64,7018,,Bnk,Inside,0,Duplex,1Story,5,5,1979,1979,Gable,CompShg,None,0,3,2,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,5,1535,0,1535,Attchd,1979,1,2,410,3,2,0,0,0,0,0,0,0,0,,June,2009,118964
1-STORY 1946+,RL,94,10402,,Lvl,Corner,0,1Fam,1Story,7,5,2009,2009,Gable,CompShg,None,0,3,3,PConc,4,3,0,1,0,1,0,1226,1226,GasA,5,1,5,1226,0,1226,Attchd,2009,2,3,740,3,2,0,36,0,0,0,0,0,0,,May,2010,198900
1-1/2 STORY FIN,RM,,7758,,Lvl,Corner,0,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,BrkFace,600,3,2,PConc,3,3,0,2,224,1,0,816,1040,GasA,5,1,3,1226,592,1818,Detchd,1951,1,1,240,3,2,0,0,0,0,184,0,0,0,,June,2007,169500
2-STORY 1946+,FV,75,9375,,Lvl,Inside,0,1Fam,2Story,8,5,2003,2004,Hip,CompShg,BrkFace,768,4,3,PConc,5,3,0,1,0,1,0,1053,1053,GasA,5,1,5,1053,939,1992,Attchd,2003,2,2,648,3,2,140,45,0,0,0,0,0,0,,Aug,2008,250000
1-STORY 1945-,RM,60,10800,Grvl,Lvl,Inside,0,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,None,0,3,3,BrkTil,2,3,0,1,0,1,0,641,641,GasA,4,1,5,1047,0,1047,Detchd,1954,1,1,273,2,0,0,0,0,0,0,0,0,0,Shed,Aug,2007,100000
1-STORY 1946+,RM,50,6000,,Lvl,Inside,0,1Fam,1Story,5,5,1948,1950,Gable,CompShg,None,0,3,3,CBlock,3,3,0,5,104,4,169,516,789,GasA,5,1,5,789,0,789,Detchd,1948,1,1,250,3,2,0,0,0,0,0,0,0,0,,Apr,2008,115000
1-1/2 STORY FIN,RM,85,8500,,Lvl,Corner,0,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,None,0,3,3,CBlock,3,3,0,1,0,1,0,793,793,GasW,3,0,3,997,520,1517,,1919,0,0,0,0,0,0,0,144,0,0,0,0,0,,Aug,2007,115000
1-STORY 1946+,RL,105,11751,,Lvl,Inside,0,1Fam,1Story,6,6,1977,1977,Hip,CompShg,BrkFace,480,3,3,CBlock,4,3,0,4,705,1,0,1139,1844,GasA,5,1,5,1844,0,1844,Attchd,1977,2,2,546,3,2,0,122,0,0,0,0,0,3,,Jan,2010,190000
1-1/2 STORY FIN,RL,75,9525,,Lvl,Inside,0,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,None,0,3,3,CBlock,3,2,0,3,444,1,0,550,994,GasA,4,1,5,1216,639,1855,Attchd,1954,1,1,325,3,2,182,0,0,0,0,0,0,0,,Oct,2006,136900
SPLIT OR MULTI-LEVEL,RL,,7750,,Lvl,Inside,0,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,None,0,3,3,PConc,4,3,0,6,250,1,0,134,384,GasA,5,1,5,774,656,1430,BuiltIn,2000,3,2,400,3,2,180,0,0,0,0,0,0,0,,Apr,2010,180000
2-STORY 1946+,RL,77,9965,,Lvl,Inside,0,1Fam,2Story,7,5,2007,2007,Gable,CompShg,Stone,220,4,3,PConc,5,3,2,6,984,1,0,280,1264,GasA,5,1,5,1282,1414,2696,BuiltIn,2007,3,3,792,3,2,120,184,0,0,168,0,0,0,,Oct,2007,383970
1-STORY 1946+,RL,,21000,,Bnk,Corner,0,1Fam,1Story,6,5,1953,1953,Hip,CompShg,BrkFace,184,3,4,CBlock,4,3,1,5,35,3,869,905,1809,GasA,3,1,5,2259,0,2259,Basment,1953,1,2,450,3,2,166,120,192,0,0,0,0,3,,Oct,2007,217000
2-STORY 1945-,RL,61,7259,,Lvl,Inside,1,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,None,0,3,3,CBlock,3,3,0,5,774,3,150,104,1028,GasA,5,1,5,1436,884,2320,Detchd,1945,1,1,180,3,2,224,0,0,0,0,0,0,3,,July,2007,259500
2-STORY PUD 1946+,FV,34,3230,Pave,Lvl,Corner,0,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,BrkFace,1129,3,3,PConc,4,3,0,6,419,1,0,310,729,GasA,4,1,5,729,729,1458,Detchd,1999,1,2,440,3,2,0,32,0,0,0,0,0,0,,June,2007,176000
1-STORY 1946+,RL,,11616,,Lvl,Inside,0,1Fam,1Story,5,5,1962,1962,Gable,CompShg,BrkFace,116,3,3,CBlock,3,3,0,2,170,4,670,252,1092,GasA,3,1,5,1092,0,1092,Attchd,1962,1,1,288,3,2,0,20,144,0,0,0,0,0,,Sept,2009,139000
1-STORY 1946+,RL,74,8536,,Lvl,Corner,0,1Fam,1Story,5,5,2006,2007,Gable,CompShg,None,0,3,3,PConc,4,3,0,1,0,1,0,1125,1125,GasA,4,1,5,1125,0,1125,Attchd,2007,1,2,430,3,2,80,64,0,0,0,0,0,0,,Apr,2007,155000
2-STORY 1946+,RL,90,12376,,Lvl,Corner,0,1Fam,2Story,7,5,1990,1990,Hip,CompShg,None,0,3,3,PConc,4,3,1,6,1470,1,0,203,1673,GasA,4,1,5,1699,1523,3222,Attchd,1990,1,3,594,3,2,367,0,0,0,0,0,0,0,,May,2010,320000
2-STORY 1946+,RL,65,8461,,Lvl,Inside,0,1Fam,2Story,6,5,2005,2006,Gable,CompShg,None,0,4,3,PConc,4,3,0,1,0,1,0,728,728,GasA,5,1,5,728,728,1456,Attchd,2005,3,2,390,3,2,0,24,0,0,0,0,0,0,,July,2006,163990
SPLIT OR MULTI-LEVEL,RL,,21453,,Low,CulDSac,2,1Fam,SLvl,6,5,1969,1969,Flat,Metal,None,0,3,3,CBlock,3,3,3,5,938,1,0,0,938,GasA,5,1,5,988,0,988,Attchd,1969,1,2,540,3,2,0,130,0,130,0,0,0,0,,Oct,2006,180000
1-1/2 STORY FIN,RM,50,6060,,Lvl,Inside,0,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,None,0,3,3,PConc,3,3,0,1,0,1,0,732,732,GasA,4,1,5,772,351,1123,Detchd,1979,1,1,264,3,1,0,0,140,0,0,0,0,3,,June,2007,100000
1-STORY 1946+,RL,75,9464,,Lvl,Corner,0,1Fam,1Story,6,7,1958,1958,Hip,CompShg,BrkFace,135,3,4,CBlock,3,3,0,4,570,1,0,510,1080,GasA,4,1,5,1080,0,1080,Attchd,1958,1,1,288,3,2,0,0,0,0,130,0,0,0,,June,2008,136000
1-STORY PUD 1946+,RL,55,7892,,Lvl,Inside,0,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,None,0,4,3,PConc,4,3,0,6,300,1,0,899,1199,GasA,5,1,5,1199,0,1199,Attchd,1993,2,2,530,3,2,0,63,0,0,0,0,0,0,,Mar,2008,153900
1-STORY 1946+,RL,48,17043,,Lvl,CulDSac,0,1Fam,1Story,6,5,1979,1998,Gable,CompShg,None,0,3,4,CBlock,4,2,0,1,0,1,0,1362,1362,GasA,3,1,5,1586,0,1586,Attchd,1979,1,2,435,3,2,192,0,0,0,0,0,0,0,,Jan,2009,181000
2 FAMILY CONVERSION,RM,60,6780,,Lvl,Inside,0,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,None,0,3,2,CBlock,3,3,2,6,490,1,0,30,520,GasA,4,0,5,520,0,754,,1935,0,0,0,0,0,53,0,0,0,0,0,0,0,,June,2006,84500
1-STORY PUD 1946+,RL,,4928,,Lvl,Inside,0,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,None,0,3,3,CBlock,4,3,0,5,120,1,0,958,1078,GasA,3,1,5,958,0,958,Attchd,1977,2,2,440,3,2,0,205,0,0,0,0,0,0,,Feb,2007,128000
1-1/2 STORY UNF,RM,55,4388,,Bnk,Inside,0,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,None,0,3,4,BrkTil,3,3,0,2,116,1,0,556,672,GasA,5,1,5,840,0,840,,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,,June,2007,87000
2-STORY 1946+,RL,69,7590,,Lvl,Inside,0,1Fam,2Story,6,5,1966,1966,Gable,CompShg,BrkFace,266,3,3,CBlock,3,3,0,4,512,1,0,148,660,GasA,3,1,5,660,688,1348,Attchd,1966,2,2,453,3,2,188,108,0,0,0,0,0,0,,July,2006,155000
1-STORY 1946+,RL,69,8973,,Lvl,Inside,0,1Fam,1Story,5,7,1958,1991,Gable,CompShg,BrkFace,85,3,3,CBlock,3,3,0,3,567,4,28,413,1008,GasA,3,1,4,1053,0,1053,2Types,1998,2,2,750,3,2,0,80,0,180,0,0,0,1,,July,2006,150000
2-STORY 1946+,RL,88,14200,,Lvl,Corner,0,1Fam,2Story,7,6,1966,1966,Gable,CompShg,BrkFace,309,3,3,CBlock,3,3,0,3,445,1,0,479,924,GasA,5,1,5,1216,941,2157,Attchd,1966,3,2,487,3,2,105,66,0,0,0,0,0,4,,May,2006,226000
2-STORY 1946+,RL,,12224,,Lvl,Corner,0,1Fam,2Story,6,5,2000,2000,Gable,CompShg,BrkFace,40,4,3,PConc,4,3,0,6,695,1,0,297,992,GasA,5,1,5,1022,1032,2054,BuiltIn,2000,2,2,390,3,2,24,48,0,0,0,0,0,0,,July,2009,244000
1-STORY 1946+,RL,75,7388,,Lvl,Corner,0,1Fam,1Story,5,6,1959,2002,Gable,CompShg,None,0,3,3,CBlock,3,3,0,3,405,1,0,658,1063,GasA,4,1,5,1327,0,1327,Detchd,1974,1,2,624,3,2,0,0,0,0,0,0,0,0,,July,2007,150750
1-STORY 1946+,RL,,6853,,Lvl,Inside,0,1Fam,1Story,8,5,2001,2002,Gable,CompShg,BrkFace,136,4,3,PConc,5,3,0,6,1005,1,0,262,1267,GasA,5,1,5,1296,0,1296,Attchd,2001,3,2,471,3,2,192,25,0,0,0,0,0,0,,June,2009,220000
1-STORY 1946+,RL,78,10335,,Lvl,Inside,0,1Fam,1Story,5,6,1968,1993,Gable,CompShg,None,0,3,3,CBlock,3,3,0,3,570,1,0,891,1461,GasA,4,1,5,1721,0,1721,Attchd,1968,2,2,440,3,2,0,96,180,0,0,0,0,3,,July,2006,180000
1-STORY 1946+,RL,80,10400,,Lvl,Inside,0,1Fam,1Story,7,6,1970,1970,Hip,CompShg,BrkFace,288,3,3,PConc,3,3,0,1,0,1,0,1304,1304,GasA,4,1,5,1682,0,1682,Attchd,1970,1,2,530,3,2,98,0,0,0,0,0,0,3,,May,2008,174000
1-STORY 1946+,RL,,10355,,Lvl,Corner,0,1Fam,1Story,5,5,1967,1967,Gable,CompShg,BrkFace,196,3,3,CBlock,3,3,0,4,695,1,0,519,1214,GasA,3,1,5,1214,0,1214,Attchd,1967,2,1,318,3,2,0,111,0,0,0,0,0,0,,July,2007,143000
DUPLEX,RL,82,11070,,Lvl,Inside,0,Duplex,1Story,7,5,1988,1989,Gable,CompShg,BrkFace,70,3,3,CBlock,3,3,0,1,0,1,0,1907,1907,GasA,4,1,5,1959,0,1959,2Types,1989,1,3,766,3,2,0,0,0,0,0,0,0,0,,July,2006,171000
2-STORY 1946+,RL,73,9066,,Lvl,Inside,0,1Fam,2Story,8,5,1999,2000,Gable,CompShg,BrkFace,320,4,3,PConc,4,3,1,6,668,1,0,336,1004,GasA,5,1,5,1004,848,1852,Attchd,1999,3,3,660,3,2,224,106,0,0,0,0,0,4,,Dec,2008,230000
2-STORY 1946+,RL,65,15426,,Lvl,Inside,0,1Fam,2Story,6,5,1997,1997,Gable,CompShg,None,0,3,3,PConc,4,3,0,6,821,1,0,107,928,GasA,5,1,5,928,836,1764,Attchd,1997,2,2,470,3,2,276,99,0,0,0,0,0,3,,Aug,2009,231500
1-STORY 1946+,RL,70,10500,,Lvl,FR2,0,1Fam,1Story,4,5,1971,1971,Gable,CompShg,None,0,3,3,CBlock,3,3,0,5,432,1,0,432,864,GasA,3,1,5,864,0,864,,1971,0,0,0,0,2,0,0,0,0,0,0,0,0,,Apr,2010,115000
1-STORY 1946+,RL,78,11645,,Lvl,Inside,0,1Fam,1Story,7,5,2005,2005,Gable,CompShg,None,0,4,3,PConc,4,3,2,6,1300,1,0,434,1734,GasA,5,1,5,1734,0,1734,Attchd,2005,3,2,660,3,2,160,24,0,0,0,0,0,0,,Jan,2006,260000
1-1/2 STORY FIN,RL,71,8520,,Lvl,Corner,0,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,None,0,3,2,CBlock,3,3,0,3,507,1,0,403,910,GasA,2,1,5,910,475,1385,Detchd,2000,1,2,720,3,2,0,0,0,0,0,0,0,3,,June,2010,166000
1-STORY 1946+,RL,78,10335,,Lvl,Inside,0,1Fam,1Story,7,5,1999,1999,Gable,CompShg,BrkFace,183,4,3,PConc,4,3,3,6,679,1,0,811,1490,GasA,5,1,5,1501,0,1501,Attchd,1999,2,2,577,3,2,144,29,0,0,0,0,0,0,,June,2009,204000
DUPLEX,RM,70,9100,,Lvl,Inside,0,Duplex,1Story,5,5,1963,1963,Gable,CompShg,BrkFace,336,3,3,CBlock,3,3,0,3,1332,1,0,396,1728,GasA,3,1,5,1728,0,1728,Detchd,1963,1,2,504,3,2,0,0,0,0,0,0,0,0,,Nov,2006,125000
2-STORY PUD 1946+,RM,24,2522,,Lvl,Inside,0,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,Stone,50,4,3,PConc,4,3,0,1,0,1,0,970,970,GasA,5,1,5,970,739,1709,Detchd,2004,1,2,380,3,2,0,40,0,0,0,0,0,0,,Apr,2006,130000
1-STORY 1945-,RM,51,6120,,Lvl,Corner,0,1Fam,1Story,5,7,1931,1993,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,4,209,1,0,506,715,GasA,3,1,4,875,0,875,Detchd,1931,1,1,180,2,2,48,0,0,0,0,0,0,0,,Nov,2009,105000
2-STORY 1946+,RL,,9505,,Lvl,CulDSac,0,1Fam,2Story,7,5,2001,2001,Gable,CompShg,BrkFace,180,4,3,PConc,4,3,0,1,0,1,0,884,884,GasA,5,1,5,884,1151,2035,BuiltIn,2001,3,2,434,3,2,144,48,0,0,0,0,0,0,,May,2010,222500
1-STORY 1946+,RL,63,7500,,Lvl,Inside,0,1Fam,1Story,7,5,2004,2005,Gable,CompShg,BrkFace,120,3,3,PConc,4,3,0,6,680,1,0,400,1080,GasA,5,1,5,1080,0,1080,,2004,0,0,0,0,2,0,0,0,0,0,0,0,0,,Apr,2008,141000
1-1/2 STORY FIN,RM,,6240,,Lvl,Inside,0,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,None,0,3,3,BrkTil,4,3,0,1,0,1,0,896,896,GasA,4,1,4,896,448,1344,Detchd,1936,1,1,240,2,2,200,114,0,0,0,0,0,0,,Apr,2006,115000
1-STORY 1946+,RL,120,10356,,Lvl,Corner,0,1Fam,1Story,5,6,1975,1975,Gable,CompShg,None,0,3,3,CBlock,3,3,2,4,716,1,0,253,969,GasA,3,1,5,969,0,969,Attchd,1975,1,2,440,3,2,0,0,0,0,0,0,0,3,,Jan,2007,122000
1-STORY 1946+,RL,107,13891,,Lvl,Inside,0,1Fam,1Story,8,5,2007,2008,Hip,CompShg,Stone,436,4,3,PConc,5,3,3,6,1400,1,0,310,1710,GasA,5,1,5,1710,0,1710,Attchd,2007,2,3,866,3,2,0,102,0,0,0,0,0,0,,Jan,2008,372402
2-STORY 1946+,RL,,14803,,Lvl,CulDSac,0,1Fam,2Story,6,5,1971,1971,Gable,CompShg,BrkFace,252,3,3,CBlock,3,3,0,3,416,1,0,409,825,GasA,4,1,5,1097,896,1993,Attchd,1971,2,2,495,3,2,0,66,0,0,0,0,0,2,,June,2006,190000
1-STORY 1946+,RL,,13500,,Lvl,Inside,0,1Fam,1Story,6,7,1960,1975,Flat,CompShg,None,0,3,3,CBlock,4,3,3,4,429,5,1080,93,1602,GasA,4,1,5,1252,0,1252,Attchd,1960,2,2,564,3,2,409,0,0,0,0,0,0,0,,Mar,2008,235000
1-STORY 1945-,RM,84,11340,,Lvl,Corner,0,1Fam,1Story,6,5,1923,1950,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,1,0,1,0,1200,1200,GasA,3,1,4,1200,0,1200,Detchd,1923,1,1,312,2,2,0,0,228,0,0,0,0,0,,Mar,2006,125000
1-1/2 STORY FIN,RL,60,9600,,Lvl,Corner,0,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,1,0,1,0,572,572,Grav,2,0,3,572,524,1096,,1924,0,0,0,0,0,0,8,128,0,0,0,0,0,,Apr,2008,79000
1-STORY 1946+,RL,60,7200,,Lvl,Inside,0,1Fam,1Story,5,7,1950,1950,Hip,CompShg,None,0,3,3,CBlock,0,0,0,0,0,0,0,0,0,GasA,3,1,3,1040,0,1040,Detchd,1950,1,2,625,3,2,0,0,0,0,0,0,0,0,,June,2006,109500
2-STORY 1946+,RL,92,12003,,Lvl,Corner,0,1Fam,2Story,8,5,2009,2010,Gable,CompShg,BrkFace,84,4,3,PConc,5,3,0,1,0,1,0,774,774,GasA,5,1,5,774,1194,1968,BuiltIn,2009,3,3,680,3,2,0,75,0,0,0,0,0,0,,May,2010,269500
2-STORY 1946+,FV,100,12552,,Lvl,Corner,0,1Fam,2Story,7,5,2004,2005,Gable,CompShg,None,0,4,3,PConc,4,3,0,6,222,1,0,769,991,GasA,5,1,5,991,956,1947,Attchd,2004,2,2,678,3,2,0,136,0,0,0,0,0,2,,May,2010,254900
2-STORY 1946+,RL,134,19378,,HLS,Corner,0,1Fam,2Story,7,5,2005,2006,Gable,CompShg,BrkFace,456,4,3,PConc,4,3,1,6,57,1,0,1335,1392,GasA,5,1,5,1392,1070,2462,Attchd,2006,2,2,576,3,2,239,132,0,168,0,0,0,0,,Mar,2006,320000
1-STORY 1946+,RL,,11120,,Lvl,CulDSac,0,1Fam,1Story,6,6,1984,1984,Gable,CompShg,None,0,3,3,PConc,4,3,0,4,660,1,0,572,1232,GasA,3,1,5,1232,0,1232,Attchd,1984,1,2,516,3,2,0,0,0,0,0,0,0,0,,June,2008,162500
2-STORY 1946+,RL,110,13688,,Lvl,Inside,0,1Fam,2Story,9,5,2003,2004,Gable,CompShg,BrkFace,664,4,3,PConc,5,3,2,6,1016,1,0,556,1572,GasA,5,1,5,1572,1096,2668,BuiltIn,2003,3,3,726,3,2,400,0,0,0,0,0,0,0,,Mar,2008,412500
1-STORY 1946+,RL,95,12182,,Lvl,Corner,0,1Fam,1Story,7,5,2005,2005,Gable,CompShg,BrkFace,226,4,3,PConc,4,3,1,4,1201,1,0,340,1541,GasA,5,1,5,1541,0,1541,Attchd,2005,2,2,532,3,2,0,70,0,0,0,0,0,0,,May,2010,220000
1-1/2 STORY UNF,RL,55,5500,,Lvl,Inside,0,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,None,0,3,3,CBlock,3,3,0,1,0,1,0,882,882,GasA,5,1,5,882,0,882,,1956,0,0,0,0,2,0,0,0,0,0,0,0,3,,Apr,2007,103200
1-STORY W/ ATTIC,RM,40,5400,Pave,Lvl,Corner,0,1Fam,1Story,6,7,1926,2004,Gable,CompShg,None,0,3,4,BrkTil,3,3,1,2,370,1,0,779,1149,GasA,4,1,4,1149,467,1616,Detchd,1926,1,1,216,3,2,0,0,183,0,0,0,0,0,,Oct,2007,152000
2 FAMILY CONVERSION,RL,62,10106,,Lvl,Inside,0,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,None,0,3,4,BrkTil,3,3,0,5,351,3,181,112,644,GasA,4,1,5,808,547,1355,,1940,0,0,0,0,2,140,0,0,0,0,0,0,0,,Sept,2008,127500
1-STORY 1946+,RL,,10708,,Lvl,Inside,0,1Fam,1Story,5,5,1955,1993,Hip,CompShg,None,0,4,3,CBlock,3,3,0,2,379,4,768,470,1617,GasA,5,1,4,1867,0,1867,Attchd,1955,3,1,303,3,2,476,0,0,0,142,0,0,2,,Nov,2009,190000
2-STORY 1946+,RL,86,10562,,Lvl,Inside,0,1Fam,2Story,8,5,2007,2007,Gable,CompShg,Stone,300,4,3,PConc,5,3,0,6,1288,1,0,294,1582,GasA,5,1,5,1610,551,2161,Attchd,2007,3,3,789,3,2,178,120,0,0,0,0,0,0,,Nov,2007,325624
2-STORY 1946+,RL,62,8244,,Lvl,Inside,0,1Fam,2Story,7,5,2004,2004,Gable,CompShg,None,0,4,3,PConc,4,3,0,1,0,1,0,840,840,GasA,5,1,5,840,880,1720,Attchd,2004,3,2,440,3,2,100,48,0,0,0,0,0,0,,May,2007,183500
1-STORY 1946+,RL,,16669,,Lvl,Corner,0,1Fam,1Story,8,6,1981,1981,Hip,WdShake,BrkFace,653,4,3,CBlock,4,3,0,1,0,1,0,1686,1686,GasA,3,1,5,1707,0,1707,Attchd,1981,2,2,511,3,2,574,64,0,0,0,0,0,0,,Jan,2006,228000
1-1/2 STORY FIN,RM,,12358,,Lvl,Inside,0,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,None,0,3,3,CBlock,3,3,0,3,360,1,0,360,720,GasA,3,1,5,854,0,1382,Detchd,1991,1,2,660,3,2,237,0,0,0,0,0,0,0,,May,2007,128500
1-STORY 1946+,RL,141,31770,,Lvl,Corner,0,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Stone,112,3,3,CBlock,3,4,3,4,639,1,0,441,1080,GasA,2,1,5,1656,0,1656,Attchd,1960,3,2,528,3,1,210,62,0,0,0,0,0,0,,May,2010,215000
2-STORY PUD 1946+,RL,44,5306,,Lvl,Inside,0,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,None,0,4,4,PConc,4,4,0,6,495,3,215,354,1064,GasA,4,1,5,1064,703,1767,Attchd,1987,2,2,504,4,2,441,35,0,0,0,0,0,0,,June,2006,239000
